"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"z-score"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Storey et al. 2003) < 0.5)"
Arhgef19	254	220	0.207324973247506	0.206292194332957	1.55457849435328	0.120046488889291	0.367904850107576	0.262232947242693	FALSE
Zcchc17	609	664	-0.124741013440593	-0.125773792355142	-1.55457324689064	0.120047739460272	0.367827752516968	0.262232947242693	FALSE
Pak4	943	1011	-0.100453321227919	-0.101486100142468	-1.55437061568363	0.120096038166289	0.367894813199526	0.262239248410953	FALSE
Plekha2	1640	1729	-0.076242054136836	-0.0772748330513848	-1.55433956780248	0.120103440011619	0.367836591011838	0.262239248410953	FALSE
Tmem189	714	656	0.122228259411015	0.121195480496466	1.55404185602691	0.120174432927125	0.367973109747621	0.262279778060173	FALSE
Rqcd1	1603	1691	-0.0771022342554364	-0.0781350131699852	-1.55404020653179	0.120174826360374	0.367893440961242	0.262279778060173	FALSE
1810030O07Rik	419	375	0.160059648316109	0.15902686940156	1.55185510446761	0.120696897329889	0.369329324013187	0.263286391957492	FALSE
Cltc	4887	5038	-0.0439020174875679	-0.0449347964021167	-1.55177700320332	0.120715590315642	0.369305393697908	0.263286391957492	FALSE
Mettl5	162	191	-0.237578825151124	-0.238611604065673	-1.55111166684163	0.120874925750114	0.369711647073637	0.263515221771191	FALSE
Evc	1151	1077	0.0958695835880228	0.094836804673474	1.55108298252562	0.120881798798175	0.369651498454397	0.263515221771191	FALSE
Polrmt	1062	991	0.099826803617665	0.0987940247031163	1.5510065382252	0.120900117108062	0.369626367690562	0.263515221771191	FALSE
Zscan12	270	235	0.200298650485832	0.199265871571284	1.55009007970777	0.121119896762036	0.370135814391925	0.263878418156041	FALSE
Zfp414	458	412	0.152703260913725	0.151670481999176	1.54939420289581	0.121286986492071	0.370565131574482	0.264184488345996	FALSE
Cdca7l	518	469	0.143364175171179	0.14233139625663	1.54880896647492	0.121427649457282	0.370913537125107	0.264432874754447	FALSE
Pim3	696	639	0.123271374901734	0.122238595987185	1.54725274035865	0.121802312863628	0.371976412163445	0.265190623053608	FALSE
Zfp513	527	578	-0.133266530863464	-0.134299309778013	-1.5464333503255	0.121999944956272	0.372416663005899	0.265504488103629	FALSE
Slc12a7	1220	1144	0.0927940956718594	0.0917613167573106	1.5459412456546	0.122118758157329	0.372534424523311	0.26553512919156	FALSE
Zfp956	165	138	0.257797757467647	0.256764978553098	1.54593202979221	0.122120984087262	0.372459642511819	0.26553512919156	FALSE
Fam63a	763	824	-0.110961280348688	-0.111994059263237	-1.54573885363389	0.122167649700169	0.372520401198262	0.265578445470192	FALSE
Sec24b	1778	1870	-0.0727829459452298	-0.0738157248597786	-1.5450532971794	0.12233337225115	0.372944088878589	0.265868066285047	FALSE
Igsf9b	132	108	0.289506617194985	0.288473838280436	1.54496626378202	0.122354423775219	0.372926645243987	0.265868066285047	FALSE
Nsmce4a	764	825	-0.110821481097428	-0.111854260011977	-1.54478334382624	0.122398677441711	0.372979912072981	0.265886232621297	FALSE
Ndfip2	956	889	0.104827199150979	0.10379442023643	1.54470304868685	0.122418107125036	0.372957527153244	0.265886232621297	FALSE
Cyr61	2335	2440	-0.0634585978532236	-0.0644913767677724	-1.5444884294869	0.122470052149952	0.373034191208545	0.265886232621297	FALSE
Ilf2	985	1054	-0.0976792372934749	-0.0987120162080237	-1.54444513365844	0.122480533275971	0.372984553563838	0.265886232621297	FALSE
Mtfmt	287	251	0.193363372724916	0.192330593810367	1.54437852166312	0.122496660187047	0.372952126720302	0.265886232621297	FALSE
Agtpbp1	844	908	-0.105449298583729	-0.106482077498277	-1.54423586107598	0.122531204211802	0.372975774358871	0.265889407583687	FALSE
Tle3	900	966	-0.102098187618736	-0.103130966533285	-1.54356639553321	0.122693411167286	0.372980472315391	0.265906440854337	FALSE
Zfpl1	564	513	0.13673633679174	0.135703557877191	1.54263382990976	0.122919645026869	0.373505177918685	0.266280515664748	FALSE
Acer3	552	604	-0.12988028254691	-0.130913061461459	-1.54187925861847	0.123102937083355	0.373980547575585	0.266619417733191	FALSE
Syce2	502	454	0.144995066659858	0.143962287745309	1.54173516973018	0.123137961810244	0.374005379427582	0.266637120937177	FALSE
Ccdc136	654	599	0.126734632709297	0.125701853794749	1.54140687588125	0.123217791631338	0.374166256732702	0.266698040931198	FALSE
Rph3al	229	263	-0.199715201195358	-0.200747980109907	-1.54139857869774	0.123219809745687	0.374090830415796	0.266698040931198	FALSE
Dynlt1a	410	455	-0.150242635580613	-0.151275414495161	-1.54094556000513	0.123330036139256	0.374343881757179	0.266722296957394	FALSE
Rpa2	644	700	-0.120294233717711	-0.12132701263226	-1.54091600268209	0.123337230563697	0.374284157847872	0.266722296957394	FALSE
Slc15a4	609	556	0.131357345182826	0.130324566268277	1.54089410102833	0.123342561765044	0.37421880697567	0.266722296957394	FALSE
Fzd8	166	139	0.256098358623417	0.255065579708868	1.54080064015112	0.123365313610504	0.374165585907612	0.266722296957394	FALSE
Ccpg1os	166	139	0.256098358623417	0.255065579708868	1.54080064015112	0.123365313610504	0.374165585907612	0.266722296957394	FALSE
Unc45a	795	857	-0.108340343940782	-0.109373122855331	-1.54019789881832	0.123512121932811	0.374407039478155	0.266897931235918	FALSE
Pcolce2	244	211	0.209638148855702	0.208605369941153	1.54013610794141	0.123527179899198	0.374371211665781	0.266897931235918	FALSE
Etaa1	622	677	-0.122241253444393	-0.123274032358942	-1.53918685909387	0.123758684776586	0.374991237818809	0.267339962279969	FALSE
Ube2g2	935	869	0.105610187960599	0.10457740904605	1.53895651832879	0.123814911807514	0.375080014477351	0.267403253221603	FALSE
Auh	274	239	0.197165274979779	0.19613249606523	1.53781066363997	0.124094915496004	0.375846505315035	0.267949702340858	FALSE
Tgif1	729	671	0.119606048126753	0.118573269212205	1.53700547989415	0.124291967446423	0.376361481426352	0.268292057193671	FALSE
Gm15421	121	146	-0.270961321605423	-0.271994100519972	-1.53694203558604	0.1243075044882	0.376326718108269	0.268292057193671	FALSE
Rrnad1	290	254	0.191224403242769	0.19019162432822	1.53573350524812	0.124603754034611	0.376650540353319	0.268522917592651	FALSE
Diap1	1948	1852	0.0729095788221059	0.0718767999075571	1.5354976316008	0.124661638400703	0.376743753804166	0.26858937162656	FALSE
Cep162	649	705	-0.119404779287017	-0.120437558201565	-1.53530969162585	0.124707774655406	0.376801430189837	0.268606021002224	FALSE
Fam120b	939	1006	-0.0994332421517523	-0.100466021066301	-1.53520825512625	0.12473268122414	0.376794950503371	0.268606021002224	FALSE
Shkbp1	466	420	0.149940626988156	0.148907848073608	1.53513564049989	0.124750513294816	0.376767107476906	0.268606021002224	FALSE
Dnajb4	828	891	-0.105794664022596	-0.106827442937145	-1.53457994676528	0.124887041571301	0.377097680911912	0.268841694481316	FALSE
Sh3d19	3335	3459	-0.0526682523009807	-0.0537010312155295	-1.53419523107316	0.124981630517238	0.377301502270178	0.268932239213823	FALSE
Pigs	1302	1224	0.0891258904729835	0.0880931115584347	1.53418857742485	0.124983266921921	0.377224685797494	0.268932239213823	FALSE
Gtpbp4	941	1008	-0.0992290107713796	-0.100261789685928	-1.53366404969156	0.125112322351312	0.377368890868649	0.269035046358084	FALSE
Snip1	434	480	-0.145339363164039	-0.146372142078588	-1.53271655730677	0.125345707793304	0.377990985895851	0.269478552350581	FALSE
Hectd1	3125	3245	-0.0543622884496884	-0.0553950673642371	-1.53238869191694	0.125426546266619	0.378152892412929	0.269593979266742	FALSE
Ing1	778	839	-0.108900655453631	-0.10993343436818	-1.53159422695266	0.125622598016439	0.378580088223923	0.269898537081643	FALSE
Zfp606	122	147	-0.268935007273478	-0.269967786188027	-1.5312450820157	0.125708832721128	0.378758020976118	0.269971827104098	FALSE
Tsc22d2	1540	1625	-0.0775093672209159	-0.0785421461354647	-1.53123597077386	0.125711083708362	0.378682890348999	0.269971827104098	FALSE
Mettl18	155	183	-0.239575433009805	-0.240608211924354	-1.53045436399293	0.12590430130445	0.379182921701554	0.270328311068119	FALSE
1810058I24Rik	617	564	0.129575326750624	0.128542547836075	1.53024733940232	0.125955517682595	0.379255167704467	0.270379816921445	FALSE
Tmem9	811	750	0.11281131883403	0.111778539919481	1.53005439612399	0.126003265056155	0.379316939478535	0.270423855453773	FALSE
3110002H16Rik	711	654	0.120558924121333	0.119526145206784	1.52985570153126	0.126052450432956	0.379383012549837	0.270470960480792	FALSE
Fbxw11	1731	1641	0.0770304858529247	0.0759977069383759	1.52932592597924	0.12618366554647	0.379695890558819	0.270655957756637	FALSE
Phtf1	918	984	-0.100164161925433	-0.101196940839981	-1.52917979058045	0.126219879158721	0.379722828682898	0.270655957756637	FALSE
Mctp2	193	164	0.234905032649997	0.233872253735448	1.52895056455102	0.126276699650789	0.379811736004284	0.270655957756637	FALSE
Tmem186	562	614	-0.127668525149252	-0.128701304063801	-1.52891283294773	0.12628605446037	0.379757869727654	0.270655957756637	FALSE
Hnrnpa3	862	926	-0.103324324171137	-0.104357103085686	-1.52891036388387	0.126286666635047	0.379677742188553	0.270655957756637	FALSE
Hscb	262	228	0.200532987372709	0.19950020845816	1.52868614099534	0.126342269637294	0.379762942118659	0.270655957756637	FALSE
Dhrs7	394	352	0.162620200819079	0.16158742190453	1.5283966393806	0.126414088714207	0.379732982898467	0.270720462470082	FALSE
Mtif3	470	424	0.148596492001801	0.147563713087252	1.52814990285636	0.126475323787535	0.379835011866444	0.270793201290885	FALSE
Nkap	705	763	-0.114059799548375	-0.115092578462924	-1.52775109573882	0.126574348573034	0.379968556309007	0.270870553218888	FALSE
Prkrir	1008	1077	-0.0955226110442915	-0.0965553899588403	-1.52766928606148	0.126594669575907	0.379947673458913	0.270870553218888	FALSE
Atf7ip	656	712	-0.118181426348315	-0.119214205262864	-1.52756506936052	0.12662056001935	0.379943511527258	0.270870553218888	FALSE
Nek4	738	680	0.118086069922693	0.117053291008145	1.52704297098608	0.126750326418493	0.38025097925548	0.271089754103002	FALSE
E2f2	311	350	-0.170440341701726	-0.171473120616275	-1.52658507188589	0.126864221420113	0.38051071062893	0.271268656363527	FALSE
Abcb6	491	444	0.145163347964587	0.144130569050038	1.52648706985137	0.126888608188326	0.380501921088308	0.271268656363527	FALSE
Hexdc	220	189	0.219117289303587	0.218084510389038	1.52637405921349	0.12691673421795	0.38050434587211	0.271270385048213	FALSE
Fignl1	1369	1449	-0.0819351482990296	-0.0829679272135784	-1.52623060272896	0.126952444583254	0.380529503034245	0.271288320173352	FALSE
Ccar2	1300	1378	-0.0840642647884753	-0.0850970437030241	-1.52599464391511	0.127011198396257	0.380623705348852	0.271322100478553	FALSE
Fmnl2	1036	967	0.0994362082097133	0.0984034292951646	1.52594766889187	0.127022897716047	0.380576885843583	0.271322100478553	FALSE
Ccdc71l	278	243	0.194128569117725	0.193095790203177	1.52581492724205	0.127055962094956	0.380594085165731	0.271323868717604	FALSE
Srd5a1	598	546	0.131244533278252	0.130211754363704	1.52562183498433	0.127104071055717	0.380656333204703	0.271323868717604	FALSE
Gatb	512	464	0.142019004872427	0.140986225957878	1.52561532222362	0.127105693957972	0.380579366109328	0.271323868717604	FALSE
Slc25a4	1479	1562	-0.0787724010429116	-0.0798051799574604	-1.52506317118489	0.127243342052026	0.380909630656063	0.271559321983073	FALSE
Bin3	492	445	0.14485297948548	0.143820200570931	1.52483237403644	0.127300912822116	0.381000089105984	0.271623811912839	FALSE
Inpp5b	1221	1146	0.0914561562304979	0.0904233773159491	1.52437813824888	0.127414278024203	0.381257460493904	0.271650396313872	FALSE
Mepce	1303	1381	-0.0838762356899156	-0.0849090146044644	-1.52432925758649	0.127426482019913	0.381212085063438	0.271650396313872	FALSE
Casp6	312	351	-0.169925001442312	-0.170957780356861	-1.52430604445313	0.127432277942735	0.381147562693656	0.271650396313872	FALSE
Rab11b	1236	1312	-0.0860889767137092	-0.087121755628258	-1.52389005902198	0.127536177169879	0.381212749313142	0.271775422313366	FALSE
Rab28	709	767	-0.113440950263417	-0.114473729177966	-1.52367797746669	0.127589173394537	0.381289336239542	0.271830022911861	FALSE
Polr1a	2060	1962	0.0703192958513412	0.0692865169367925	1.52280993356944	0.127806264021265	0.381856167214115	0.27223412987778	FALSE
Dennd4a	1100	1029	0.0962605415180526	0.0952277626035039	1.52247388894548	0.127890383101697	0.382025551409722	0.272354887804626	FALSE
Mrps27	545	596	-0.129056100797873	-0.130088879712422	-1.52220828015534	0.127956901060928	0.38214229735799	0.272438118702467	FALSE
Zfp770	502	551	-0.134364954620386	-0.135397733534935	-1.52193973543178	0.128024181630208	0.382261270295212	0.272522937272454	FALSE
Zfp35	671	616	0.123382415505281	0.122349636590732	1.5205592199248	0.128370487024848	0.383213140542028	0.273160629693695	FALSE
Clasp1	2097	2195	-0.0658940783261279	-0.0669268572406767	-1.51955738303089	0.128622255664727	0.383389556848701	0.273327318959891	FALSE
Serpinb6a	1294	1217	0.0885084492787787	0.0874756703642299	1.51890992515358	0.128785170398695	0.38371093871303	0.27354686548707	FALSE
Fubp1	1313	1391	-0.0832555036493527	-0.0842882825639015	-1.5188184131341	0.128808209775562	0.38369750940201	0.27354686548707	FALSE
Cdc34	903	839	0.106055177041034	0.105022398126485	1.51870803609076	0.128836002935728	0.383698243509035	0.273547388849017	FALSE
Ecm1	931	866	0.10441414283207	0.103381363917521	1.51841224625873	0.128910506381489	0.383838059723763	0.273647067075604	FALSE
Ifit2	1765	1855	-0.0717510033496236	-0.0727837822641724	-1.51760133263809	0.129114930718211	0.384364580032905	0.273918572368283	FALSE
Gbf1	3138	3257	-0.0536983674278062	-0.054731146342355	-1.51699504298576	0.129267935567863	0.384655645059765	0.273918572368283	FALSE
Snx21	313	276	0.18149439015445	0.180461611239901	1.51640508472537	0.129416954135569	0.384442046098174	0.274077662988969	FALSE
Ifrd2	605	553	0.129655661927249	0.1286228830127	1.51621843177587	0.129464128894572	0.384500181529316	0.274119109087975	FALSE
Tmem181b-ps	583	532	0.132069637699308	0.131036858784759	1.51569369949569	0.129596821531843	0.384812220660209	0.27434156903122	FALSE
Casp8ap2	1462	1544	-0.0787294413156427	-0.0797622202301915	-1.51544424126139	0.129659940763412	0.38491758629445	0.274378222033681	FALSE
Gm12657	183	213	-0.219009781941796	-0.220042560856344	-1.51540687709855	0.12966939689491	0.384863632931855	0.274378222033681	FALSE
Hdac1	1285	1362	-0.0839583439308313	-0.0849911228453801	-1.51524783929092	0.129709652212341	0.384901096221922	0.274404930483222	FALSE
1110004E09Rik	540	491	0.137236382736139	0.136203603821591	1.51488406716929	0.129801765929082	0.385092395660529	0.274541312295764	FALSE
Trim8	1577	1492	0.0799351245352735	0.0789023456207247	1.5147285354727	0.12984116487769	0.385127254169793	0.274566163736576	FALSE
Tnfrsf10b	1402	1322	0.0847641725029309	0.0837313935883821	1.51434244205027	0.129939009344956	0.385335418600361	0.274714568993563	FALSE
Rai14	1803	1712	0.0747166950311957	0.0736839161166469	1.51390045672255	0.130051088286974	0.385503640934083	0.274834498602087	FALSE
Arl2	607	555	0.129208745018213	0.128175966103664	1.51356288057053	0.130136741607419	0.385675462521221	0.274956994201962	FALSE
Elovl1	909	845	0.105328953024561	0.104296174110012	1.51339952050268	0.130178206733824	0.385716281981584	0.274986095343251	FALSE
Tmem209	1805	1714	0.0746317276620339	0.0735989487474851	1.51301561642467	0.130275692151759	0.385923036150968	0.275058303138853	FALSE
Scyl2	1504	1587	-0.0774975611575446	-0.0785303400720933	-1.51299913326299	0.130279879017183	0.385853377595224	0.275058303138853	FALSE
Dpy19l4	585	534	0.131596882783212	0.130564103868663	1.51293769234828	0.130295486460171	0.385817566093477	0.275058303138853	FALSE
Zfp369	238	206	0.208317236124725	0.207284457210176	1.51179605989172	0.130585752078715	0.386512737081261	0.275553906680774	FALSE
Ddb2	160	134	0.255838904429591	0.254806125515042	1.51122736555544	0.130730532452558	0.38685905811168	0.275800806986359	FALSE
Tirap	679	624	0.121865545382484	0.120832766467935	1.51103086610942	0.130780586964937	0.386924977874812	0.275847802716423	FALSE
Phf23	884	948	-0.100840689506827	-0.101873468421375	-1.51080071582275	0.130839232292315	0.387016280866354	0.275912894739525	FALSE
Dimt1	371	413	-0.154722594798644	-0.155755373713192	-1.51040444713331	0.130940254570239	0.387232867496573	0.27606730437824	FALSE
Vps37c	779	720	0.113626421731995	0.112593642817446	1.51028384007182	0.130971013389785	0.387241614414417	0.276073540259111	FALSE
Sh3rf2	624	678	-0.119739244274095	-0.120772023188644	-1.50971485363836	0.131116199471513	0.387588612571881	0.276307503108837	FALSE
Pdzrn3	148	175	-0.241757746203379	-0.242790525117928	-1.50963080598723	0.13113765616258	0.38756978839138	0.276307503108837	FALSE
Limk1	886	823	0.106414268133392	0.105381489218843	1.5093928363432	0.13119842267172	0.387667125454897	0.276376896961985	FALSE
P2rx4	1088	1018	0.0959409951746437	0.0949082162600949	1.50914851303014	0.131260834328638	0.387769281307233	0.276414175550636	FALSE
Atxn7l3	1058	989	0.097297201354916	0.0962644224403673	1.50910563429147	0.131271789947758	0.387719415221017	0.276414175550636	FALSE
Fam122b	372	414	-0.154328146391295	-0.155360925305844	-1.50850539586213	0.131425226721369	0.38809030803518	0.276663525972699	FALSE
Tsen2	239	207	0.207379850481423	0.206347071566875	1.50836282394854	0.131461692288374	0.388115708326571	0.276663525972699	FALSE
Oxsm	350	311	0.170440341701726	0.169407562787177	1.50819589382879	0.131504397912191	0.388077279347227	0.276669305197288	FALSE
2210013O21Rik	410	454	-0.147068387785469	-0.148101166700017	-1.50778190659386	0.131610354401827	0.388225460919748	0.276774947281723	FALSE
Aifm2	658	604	0.123539034410163	0.122506255495614	1.5076430897795	0.131645898187704	0.388248087202315	0.276791078084041	FALSE
Gm6682	726	784	-0.110884106119457	-0.111916885034006	-1.50673239197999	0.131879265198158	0.388771700517492	0.277164374176885	FALSE
Taldo1	1064	995	0.0967297200701775	0.0956969411556288	1.50460572111141	0.13242547453097	0.390299287926764	0.278229689289436	FALSE
Gnpnat1	493	541	-0.134040947448904	-0.135073726363453	-1.50454072426975	0.132442195725281	0.390265992015536	0.278229689289436	FALSE
Pnpla8	559	610	-0.125960959607058	-0.126993738521607	-1.50415034678685	0.132542659286429	0.390479420727722	0.278380750332805	FALSE
Zc3h7b	3078	2959	0.056883535134288	0.0558507562197392	1.50404348544429	0.132570170316332	0.39047788165282	0.278380750332805	FALSE
Sapcd2	227	260	-0.195819325737539	-0.196852104652088	-1.50385433061939	0.132618878319337	0.390538764505296	0.278399504118728	FALSE
Pkig	505	458	0.140935789542214	0.139903010627665	1.50379106743487	0.132635171894189	0.39050418713045	0.278399504118728	FALSE
Sertad3	138	164	-0.249027547839915	-0.250060326754463	-1.50327822765167	0.132767312153095	0.390810627848788	0.278617972823645	FALSE
Eml4	982	1049	-0.0952197482625756	-0.0962525271771244	-1.50302792005846	0.132831844371119	0.390917971739979	0.278694500776642	FALSE
Tmco3	924	989	-0.0980776693430521	-0.0991104482576008	-1.50199452740559	0.133098522179818	0.391620049734407	0.279195028484009	FALSE
Gtf2i	2337	2439	-0.0616320240133597	-0.0626648029279084	-1.50091172825048	0.133378394286945	0.392360644988987	0.279653933972639	FALSE
Ahcyl2	1193	1120	0.0910953107502603	0.0900625318357116	1.5008769315668	0.133387395765414	0.392304272723069	0.279653933972639	FALSE
Bdp1	1568	1652	-0.0752881273042387	-0.0763209062187875	-1.5008213397042	0.133401777679026	0.392263745258846	0.279653933972639	FALSE
Capns1	1392	1313	0.0842922949558425	0.0832595160412937	1.50055033477745	0.13347190529452	0.392387118794295	0.279712941516443	FALSE
Golga2	1913	1820	0.0718984232600537	0.0708656443455049	1.50049487169474	0.133486260924942	0.392346513699834	0.279712941516443	FALSE
Snx16	475	522	-0.136122293351574	-0.137155072266123	-1.50011484315108	0.133584656682323	0.392470087097252	0.279801039861345	FALSE
Mis12	1048	1117	-0.0919904689458644	-0.0930232478604131	-1.49978765077773	0.133669417220001	0.392636295330533	0.279834797180078	FALSE
Uba1	2633	2741	-0.0579948067797122	-0.059027585694261	-1.49973844148345	0.133682168690064	0.392590960928504	0.279834797180078	FALSE
Elmo2	1463	1382	0.0821721537502285	0.0811393748356797	1.49972630794961	0.133685312964188	0.392517437664033	0.279834797180078	FALSE
Stambp	641	588	0.124508201782378	0.123475422867829	1.49955900902318	0.13372867250592	0.392561997752364	0.279866565101917	FALSE
Fkrp	595	544	0.129283016944967	0.128250238030418	1.49937525649321	0.133776308931629	0.39261909125762	0.279907268387761	FALSE
Cenpm	435	480	-0.142019004872427	-0.143051783786976	-1.49881003307253	0.13392292103887	0.392883817849709	0.280053661297888	FALSE
Dph6	683	739	-0.113688785856061	-0.11472156477061	-1.49877936179405	0.133930880350657	0.392824433018382	0.280053661297888	FALSE
Zfp597	359	400	-0.156016155951674	-0.157048934866223	-1.49845102186274	0.13401610872018	0.392991658602818	0.28014788824688	FALSE
Eftud2	2588	2695	-0.0584476556473597	-0.0594804345619084	-1.49838841109787	0.134032365581427	0.392956602859123	0.28014788824688	FALSE
Arhgef10l	788	848	-0.105868635106823	-0.106901414021372	-1.49810659424012	0.134105558105177	0.393088450935818	0.280170898439661	FALSE
Heca	666	612	0.12199052437861	0.120957745464061	1.49801045052053	0.13413053529823	0.39307894512288	0.280170898439661	FALSE
Elf1	1692	1779	-0.07233694214721	-0.0733697210617587	-1.49799444406984	0.134134693966063	0.39300844599354	0.280170898439661	FALSE
Cln6	619	567	0.126590674272036	0.125557895357487	1.49791156198861	0.134156229319652	0.392988878694729	0.280170898439661	FALSE
Slc25a37	1329	1252	0.0861065423435559	0.0850737634290071	1.49767397236153	0.134217977344766	0.393004457943082	0.280182005247626	FALSE
Yrdc	391	350	0.159813685475024	0.158780906560475	1.4968497983218	0.134432345272397	0.393549419356707	0.280570520895645	FALSE
Sar1b	741	684	0.115477217419937	0.114444438505388	1.49671689130336	0.134466939202352	0.393567975656559	0.280583750112763	FALSE
Gtf2a2	417	461	-0.144719366984676	-0.145752145899225	-1.49587216034702	0.134686972351286	0.394129167622071	0.280983836898162	FALSE
Mllt10	958	893	0.101365480614957	0.100332701700408	1.49564285187427	0.134746749982513	0.394221272948208	0.28104950092423	FALSE
Hsph1	2405	2508	-0.0605004541446359	-0.0615332330591847	-1.4948092058686	0.134964243077546	0.394691778674604	0.281384935383655	FALSE
Ric1	1323	1400	-0.0816137655536515	-0.0826465444682003	-1.4944712595774	0.13505248842035	0.394866941899045	0.28150981331437	FALSE
Tlk1	1971	1877	0.0704991262126118	0.069466347298063	1.49336393444575	0.135341948215853	0.395630219663928	0.282053971759405	FALSE
Nudt18	362	403	-0.154790141444762	-0.155822920359311	-1.49263547010537	0.135532633300168	0.396104500469584	0.282347339000774	FALSE
Rbm5	1189	1262	-0.0859631952368929	-0.0869959741514417	-1.4924414947772	0.135583443852957	0.396086784695437	0.282347339000774	FALSE
Ppm1b	1059	1128	-0.0910644784064569	-0.0920972573210057	-1.49239185003582	0.135596450328558	0.396041718730653	0.282347339000774	FALSE
Ttc13	1401	1480	-0.0791402200854954	-0.0801729990000441	-1.4912338577091	0.135900107382362	0.396762229245215	0.282861007679823	FALSE
Farsa	1031	1099	-0.0921470535811224	-0.0931798324956712	-1.49011670893106	0.136193551521713	0.397535620106023	0.28341237598581	FALSE
Reps1	1084	1015	0.0948850292813326	0.0938522503667838	1.48988395905441	0.136254750013098	0.397630926656704	0.283462300115243	FALSE
Sirt3	216	186	0.215728691055437	0.214695912140888	1.4898083580843	0.136274632851641	0.39760564746345	0.283462300115243	FALSE
Spef1	141	117	0.269186632815389	0.26815385390084	1.48952787321896	0.136348419136437	0.397737618879879	0.283524227895581	FALSE
Zfp68	1194	1267	-0.0856136878760037	-0.0866464667905524	-1.48947789625027	0.136361569659028	0.397692693421399	0.283524227895581	FALSE
Golgb1	3401	3277	0.053583333165081	0.0525505542505322	1.48844631459107	0.136633230157825	0.398151519428525	0.283792008496956	FALSE
Styx	462	508	-0.136935645356107	-0.137968424270656	-1.4884266298086	0.13663841807839	0.398083356079042	0.283792008496956	FALSE
Trmt13	109	132	-0.276209794581527	-0.277242573496076	-1.48824073281018	0.136687418692164	0.398142838762683	0.283792008496956	FALSE
Hmg20b	749	692	0.114193680822025	0.113160901907476	1.48822963026164	0.136690345643406	0.398068121360445	0.283792008496956	FALSE
Synj1	1521	1439	0.0799535609841993	0.0789207820696505	1.48792975315164	0.136769420173361	0.398215144982178	0.283813933099228	FALSE
Zfp433	130	155	-0.253756592245783	-0.254789371160332	-1.48786565669526	0.136786326331409	0.398181136775381	0.283813933099228	FALSE
Pan2	724	668	0.116141594609154	0.115108815694605	1.48786443906154	0.136786647511543	0.398098874464748	0.283813933099228	FALSE
Tmem181a	651	598	0.12251205896753	0.121479280052981	1.48729519723922	0.136936862443044	0.398452800703815	0.284066255334681	FALSE
Git2	1786	1697	0.07374551557856	0.0727127366640112	1.4871360654822	0.136978877833941	0.39849181064097	0.284094066424851	FALSE
Kdm6b	1247	1173	0.0882584518011615	0.0872256728866128	1.48686985039468	0.137049188557999	0.398613102406425	0.284172043776432	FALSE
Tcf4	725	669	0.115974784260835	0.114942005346287	1.48677703540629	0.137073708697791	0.398601187568168	0.284172043776432	FALSE
Zfp287	153	128	0.257387842692652	0.256355063778103	1.48638343112258	0.137177729854539	0.398820413096196	0.284328334746682	FALSE
Foxp1	1030	963	0.0970366342271216	0.0960038553125728	1.48503705288286	0.137534009077602	0.399772790576361	0.284963403792497	FALSE
Map1lc3a	348	388	-0.156969346338398	-0.158002125252947	-1.48451421702261	0.137672554314163	0.400008554243215	0.285010974031854	FALSE
Eif3g	723	780	-0.109478476798493	-0.110511255713042	-1.48436942750652	0.137710940818998	0.400036641223738	0.285010974031854	FALSE
Dera	205	236	-0.203162949856395	-0.204195728770944	-1.48432332762629	0.137723164521747	0.39998873198987	0.285010974031854	FALSE
Whamm	309	273	0.178705886984522	0.177673108069973	1.48411976882552	0.137777149550225	0.399978723652581	0.285010974031854	FALSE
Tmem65	918	982	-0.0972288709008851	-0.0982616498154338	-1.48406968252384	0.137790435241623	0.399850619266784	0.285010974031854	FALSE
Irx5	264	299	-0.179607554839651	-0.180640333754199	-1.48405590922525	0.137794088864663	0.399777934554445	0.285010974031854	FALSE
Ube2e2	436	393	0.149798822518321	0.148766043603772	1.48351964713399	0.137936400404112	0.400107480472486	0.285245914970237	FALSE
Mfsd4	100	122	-0.286881147788162	-0.287913926702711	-1.48308340775779	0.138052251773003	0.400360153018146	0.285318862270738	FALSE
Spryd3	540	492	0.134301091711592	0.133268312797043	1.48299133343017	0.138076713381449	0.40034773952752	0.285318862270738	FALSE
Mr1	780	722	0.11147528686244	0.110442507947891	1.48293276451535	0.138092275264346	0.400309532186696	0.285318862270738	FALSE
Ctdspl2	1493	1574	-0.0762213753729455	-0.0772541542874943	-1.48262978013519	0.138172800430188	0.400209801869845	0.285318862270738	FALSE
Ddb1	4897	4748	0.0445782610668601	0.0435454821523114	1.48242108730003	0.13822828646152	0.400287276948547	0.285374096053635	FALSE
Timm21	327	290	0.173237735483148	0.1722049565686	1.48115137206618	0.138566241019106	0.40101582612822	0.285893495683733	FALSE
Isg20	206	237	-0.202242721715041	-0.203275500629589	-1.4809975723595	0.138607220398654	0.401051095332956	0.285918639918884	FALSE
Pias2	1224	1151	0.0887157245604211	0.0876829456458723	1.48069743529834	0.138687217726157	0.401115916882815	0.285964852707202	FALSE
E130309D02Rik	836	776	0.107446289893756	0.106413510979208	1.48027448053516	0.138800010756671	0.401275498096651	0.286078621860678	FALSE
Ninl	298	335	-0.168848764882974	-0.169881543797522	-1.48005892415331	0.138857522227716	0.401358461736846	0.28613776856653	FALSE
